Hostname,Graphana Host String,,,CPU,MEMORY,LATENCY,RX/TX
N6kC600164T.qdc-e-accmp005__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp005__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,33,,,,
N6kC600164T.qdc-e-accmp006__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp006__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,33,,,,
N6kC600164T.qdc-e-accmp007__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp007__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,33,,,,
N6kC600164T.qdc-e-accmp008__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp008__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,33,,,,
N6kC600164T.qdc-e-accmp009__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp009__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,33,,,,
N6kC600164T.qdc-e-accmp010__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp010__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,33,,,,
N6kC600164T.qdc-e-accmp011__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp011__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,33,,,,
N6kC600164T.qdc-e-accmp012__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp012__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,33,,,,
N6kC600164T.qdc-e-accmp013__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp013__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,33,,,,
N6kC600164T.qdc-e-accmp014__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp014__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,32,,,,
N6kC600164T.qdc-e-accmp015__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp015__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,32,,,,
N6kC600164T.qdc-e-accmp016__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp016__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,32,,,,
N6kC600164T.qdc-e-accmp017__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp017__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,33,,,,
N6kC600164T.qdc-e-accmp018__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp018__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,29,,,,
N6kC600164T.qdc-e-accmp019__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp019__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,33,,,,
N6kC600164T.qdc-e-accmp020__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp020__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,33,,,,
N6kC600164T.qdc-e-accmp021__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp021__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,33,,,,
N6kC600164T.qdc-e-accmp022__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp022__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,33,,,,
N6kC600164T.qdc-e-accmp023__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp023__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,33,,,,
N6kC600164T.qdc-e-accmp024__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp024__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,33,,,,
N6kC600164T.qdc-e-accmp025__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp025__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,33,,,,
N6kC600164T.qdc-e-accmp026__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp026__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,33,,,,
N6kC600164T.qdc-e-accmp027__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp027__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,33,,,,
N6kC600164T.qdc-e-accmp028__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp028__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,33,,,,
N6kC600164T.qdc-e-accmp029__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp029__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,33,,,,
N6kC600164T.qdc-e-accmp030__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp030__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,33,,,,
N6kC600164T.qdc-e-accmp031__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp031__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,33,,,,
N6kC600164T.qdc-e-accmp032__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp032__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,33,,,,
N6kC600164T.qdc-e-accmp033__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp033__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,33,,,,
N6kC600164T.qdc-e-accmp034__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp034__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,33,,,,
N6kC600164T.qdc-e-accmp035__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp035__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,32,,,,
N6kC600164T.qdc-e-accmp036__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp036__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,32,,,,
N77c7710.qdc-e-di01__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N77c7710.qdc-e-di01__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,14,,,,
N77c7710.qdc-e-di02__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N77c7710.qdc-e-di02__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,14,,,,
N77c7710.qdc-e-sc01__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N77c7710.qdc-e-sc01__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,14,,,,
N77c7710.qdc-e-sc02__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N77c7710.qdc-e-sc02__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,14,,,,
N9KC9396TX.qdc-e-accmp037__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N9KC9396TX.qdc-e-accmp037__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,26,,,,
N9KC9396TX.qdc-e-accmp038__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N9KC9396TX.qdc-e-accmp038__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,29,,,,
N9KC9396TX.qdc-e-accmp039__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N9KC9396TX.qdc-e-accmp039__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,26,,,,
N9KC9396TX.qdc-e-accmp040__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N9KC9396TX.qdc-e-accmp040__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,29,,,,
N9KC9396TX.qdc-e-accmp045__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N9KC9396TX.qdc-e-accmp045__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,25,,,,
N9KC9396TX.qdc-e-accmp046__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N9KC9396TX.qdc-e-accmp046__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,25,,,,
N9KC9396TX.qdc-e-accmp047__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N9KC9396TX.qdc-e-accmp047__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,26,,,,
N9KC9396TX.qdc-e-accmp048__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N9KC9396TX.qdc-e-accmp048__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,25,,,,
N9KC9396TX.qdc-e-accmp049__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N9KC9396TX.qdc-e-accmp049__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,25,,,,
N9KC9396TX.qdc-e-accmp050__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N9KC9396TX.qdc-e-accmp050__mgmt0_dcnet_intuit_net.snmp.cisco_cseMemory,6/20/16 14:20,25,,,,
ASA5580.fw1-pae-qcy-pri__be__core_dcnet_intuit_net,collectd.network.QCY-A.asa.ASA5580.fw1-pae-qcy-pri__be__core_dcnet_intuit_net.latency,6/20/16 14:25,0.699,,,,
ASA5580.fw1-pae-qcy-sec__be__core_dcnet_intuit_net,collectd.network.QCY-A.asa.ASA5580.fw1-pae-qcy-sec__be__core_dcnet_intuit_net.latency,6/20/16 14:25,0.792,,,,
BIG-IP_3600.lb1-pa-w1-qcy__eth0__mgmt_dcnet_intuit_net,collectd.network.QCY-A.f5.BIG-IP_3600.lb1-pa-w1-qcy__eth0__mgmt_dcnet_intuit_net.latency,6/20/16 14:25,0.664,,,,
BIG-IP_3600.lb2-pa-w1-qcy__eth0__mgmt_dcnet_intuit_net,collectd.network.QCY-A.f5.BIG-IP_3600.lb2-pa-w1-qcy__eth0__mgmt_dcnet_intuit_net.latency,6/20/16 14:25,0.716,,,,
BIG-IP_3900.igtm-qcy_dcnet_intuit_net,collectd.network.QCY-A.f5.BIG-IP_3900.igtm-qcy_dcnet_intuit_net.latency,6/20/16 14:25,0.6969,,,,
BIG-IP_3900.waqc-gtm1__eth0_dcnet_intuit_net,collectd.network.QCY-A.f5.BIG-IP_3900.waqc-gtm1__eth0_dcnet_intuit_net.latency,6/20/16 14:25,0.6471,,,,
BIG-IP_3900.waqc-igtm1__eth0_dcnet_intuit_net,collectd.network.QCY-A.f5.BIG-IP_3900.waqc-igtm1__eth0_dcnet_intuit_net.latency,6/20/16 14:25,0.546,,,,
BIG-IP_VIPRION-4.lb1-w1-qcy__slot1__eth0__mgmt_dcnet_intuit_net,collectd.network.QCY-A.f5.BIG-IP_VIPRION-4.lb1-w1-qcy__slot1__eth0__mgmt_dcnet_intuit_net.latency,6/20/16 14:25,0.5989,,,,
BIG-IP_VIPRION-4.lb2-w1-qcy__eth0-clst_dcnet_intuit_net,collectd.network.QCY-A.f5.BIG-IP_VIPRION-4.lb2-w1-qcy__eth0-clst_dcnet_intuit_net.latency,6/20/16 14:25,0.6578,,,,
Enterprise_Manager_EM4000.em-w1-qcy__eth0_dcnet_intuit_net,collectd.network.QCY-A.f5.Enterprise_Manager_EM4000.em-w1-qcy__eth0_dcnet_intuit_net.latency,6/20/16 14:25,0.5841,,,,
3560E48TD.ib3560-e01-a-qcy__vl912_dcnet_intuit_net,collectd.network.QCY-A.ios.3560E48TD.ib3560-e01-a-qcy__vl912_dcnet_intuit_net.latency,6/20/16 14:25,1.019,,,,
37xxStack.cr1-ib-e1-qcy__vl912_dcnet_intuit_net,collectd.network.QCY-A.ios.37xxStack.cr1-ib-e1-qcy__vl912_dcnet_intuit_net.latency,6/20/16 14:25,1.0231,,,,
37xxStack.cr1-ib-w1-qcy__vl912_dcnet_intuit_net,collectd.network.QCY-A.ios.37xxStack.cr1-ib-w1-qcy__vl912_dcnet_intuit_net.latency,6/20/16 14:25,0.9441,,,,
37xxStack.pdu1-a-qcy__vl912_dcnet_intuit_net,collectd.network.QCY-A.ios.37xxStack.pdu1-a-qcy__vl912_dcnet_intuit_net.latency,6/20/16 14:25,1.0469,,,,
37xxStack.pdu2-a-qcy__vl912_dcnet_intuit_net,collectd.network.QCY-A.ios.37xxStack.pdu2-a-qcy__vl912_dcnet_intuit_net.latency,6/20/16 14:25,1.0262,,,,
37xxStack.pdu3-a-qcy__vl912_dcnet_intuit_net,collectd.network.QCY-A.ios.37xxStack.pdu3-a-qcy__vl912_dcnet_intuit_net.latency,6/20/16 14:25,0.9849,,,,
37xxStack.pdu4-a-qcy__vl912_dcnet_intuit_net,collectd.network.QCY-A.ios.37xxStack.pdu4-a-qcy__vl912_dcnet_intuit_net.latency,6/20/16 14:25,0.984,,,,
37xxStack.pdu5-a-qcy__vl912_dcnet_intuit_net,collectd.network.QCY-A.ios.37xxStack.pdu5-a-qcy__vl912_dcnet_intuit_net.latency,6/20/16 14:25,1.024,,,,
37xxStack.pdu6-a-qcy__vl912_dcnet_intuit_net,collectd.network.QCY-A.ios.37xxStack.pdu6-a-qcy__vl912_dcnet_intuit_net.latency,6/20/16 14:25,1.0281,,,,
37xxStack.pdu7-a-qcy__vl912_dcnet_intuit_net,collectd.network.QCY-A.ios.37xxStack.pdu7-a-qcy__vl912_dcnet_intuit_net.latency,6/20/16 14:25,1.0021,,,,
4948.ac5-pa-w1-qcy__vl912_dcnet_intuit_net,collectd.network.QCY-A.ios.4948.ac5-pa-w1-qcy__vl912_dcnet_intuit_net.latency,6/20/16 14:25,1.1909,,,,
4948.ac7-pa-w1-qcy__vl912_dcnet_intuit_net,collectd.network.QCY-A.ios.4948.ac7-pa-w1-qcy__vl912_dcnet_intuit_net.latency,6/20/16 14:25,1.225,,,,
494810GE.ac1-pa-w1-qcy__vl912_dcnet_intuit_net,collectd.network.QCY-A.ios.494810GE.ac1-pa-w1-qcy__vl912_dcnet_intuit_net.latency,6/20/16 14:25,1.6329,,,,
494810GE.ac13-w1-qcy__vl912_dcnet_intuit_net,collectd.network.QCY-A.ios.494810GE.ac13-w1-qcy__vl912_dcnet_intuit_net.latency,6/20/16 14:25,0.742,,,,
494810GE.ac14-w1-qcy__vl912_dcnet_intuit_net,collectd.network.QCY-A.ios.494810GE.ac14-w1-qcy__vl912_dcnet_intuit_net.latency,6/20/16 14:25,2.435,,,,
494810GE.ac2-pa-e1-qcy__vl912_dcnet_intuit_net,collectd.network.QCY-A.ios.494810GE.ac2-pa-e1-qcy__vl912_dcnet_intuit_net.latency,6/20/16 14:25,0.8519,,,,
494810GE.ac3-pa-w1-qcy__vl912_dcnet_intuit_net,collectd.network.QCY-A.ios.494810GE.ac3-pa-w1-qcy__vl912_dcnet_intuit_net.latency,6/20/16 14:25,2.1801,,,,
494810GE.ac4-pa-e1-qcy__vl912_dcnet_intuit_net,collectd.network.QCY-A.ios.494810GE.ac4-pa-e1-qcy__vl912_dcnet_intuit_net.latency,6/20/16 14:25,0.8891,,,,
ASR1001.gnvhe-qcy-2__gi0_corp_intuit_net,collectd.network.QCY-A.ios-xe.ASR1001.gnvhe-qcy-2__gi0_corp_intuit_net.latency,6/20/16 14:25,0.885,,,,
ASR1002.ifs-asr1-pa-qcy__gi0_prod_ifs_intuit_com,collectd.network.QCY-A.ios-xe.ASR1002.ifs-asr1-pa-qcy__gi0_prod_ifs_intuit_com.latency,6/20/16 14:25,2.0871,,,,
ASR1002.ifs-asr2-pa-qcy__gi0_prod_ifs_intuit_com,collectd.network.QCY-A.ios-xe.ASR1002.ifs-asr2-pa-qcy__gi0_prod_ifs_intuit_com.latency,6/20/16 14:25,0.9842,,,,
ASR1002.ipsec-rtr1-pa-qdc__gi0_dcnet_intuit_net,collectd.network.QCY-A.ios-xe.ASR1002.ipsec-rtr1-pa-qdc__gi0_dcnet_intuit_net.latency,6/20/16 14:25,1.9488,,,,
ASR1002.ipsec-rtr2-pa-qdc__gi0_dcnet_intuit_net,collectd.network.QCY-A.ios-xe.ASR1002.ipsec-rtr2-pa-qdc__gi0_dcnet_intuit_net.latency,6/20/16 14:25,2.9969,,,,
S370.qypprdproxywa01_ie_intuit_net,collectd.network.QCY-A.ironport.S370.qypprdproxywa01_ie_intuit_net.latency,6/20/16 14:25,0.797,,,,
S370.qypprdproxywa02_ie_intuit_net,collectd.network.QCY-A.ironport.S370.qypprdproxywa02_ie_intuit_net.latency,6/20/16 14:25,0.5598,,,,
MX480.br3-f-w1-qcy-re0__fxp0__0_dcnet_intuit_net,collectd.network.QCY-A.junos.MX480.br3-f-w1-qcy-re0__fxp0__0_dcnet_intuit_net.latency,6/20/16 14:25,0.6721,,,,
MX480.br4-f-w1-qcy-re0__fxp0__0_dcnet_intuit_net,collectd.network.QCY-A.junos.MX480.br4-f-w1-qcy-re0__fxp0__0_dcnet_intuit_net.latency,6/20/16 14:25,0.6859,,,,
MX480.fw-pn-w1-qcy_dcnet_intuit_net,collectd.network.QCY-A.junos.MX480.fw-pn-w1-qcy_dcnet_intuit_net.latency,6/20/16 14:25,2.3069,,,,
MX480.fw-sm-w1-qcy_dcnet_intuit_net,collectd.network.QCY-A.junos.MX480.fw-sm-w1-qcy_dcnet_intuit_net.latency,6/20/16 14:25,0.68,,,,
MX480.fw3-sm-w1-qcy__fxp0__0_dcnet_intuit_net,collectd.network.QCY-A.junos.MX480.fw3-sm-w1-qcy__fxp0__0_dcnet_intuit_net.latency,6/20/16 14:25,7.025,,,,
MX480.fw4-sm-w1-qcy__fxp0__0_dcnet_intuit_net,collectd.network.QCY-A.junos.MX480.fw4-sm-w1-qcy__fxp0__0_dcnet_intuit_net.latency,6/20/16 14:25,2.269,,,,
SRX5800.fw1-pn-w1-qcy__fxp0__0_dcnet_intuit_net,collectd.network.QCY-A.junos.SRX5800.fw1-pn-w1-qcy__fxp0__0_dcnet_intuit_net.latency,6/20/16 14:25,0.6511,,,,
SRX5800.fw2-pn-w1-qcy__fxp0_dcnet_intuit_net,collectd.network.QCY-A.junos.SRX5800.fw2-pn-w1-qcy__fxp0_dcnet_intuit_net.latency,6/20/16 14:25,0.628,,,,
N5kC5020pBf.ac1-agg-w1-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-A.nx-os.N5kC5020pBf.ac1-agg-w1-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,3.3669,,,,
N5kC5020pBf.ac15-stor-w1-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-A.nx-os.N5kC5020pBf.ac15-stor-w1-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,3.8772,,,,
N5kC5020pBf.ac16-stor-w1-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-A.nx-os.N5kC5020pBf.ac16-stor-w1-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,10.5321,,,,
N5kC5020pBf.ac2-agg-w1-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-A.nx-os.N5kC5020pBf.ac2-agg-w1-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,3.9201,,,,
N5kC5596Up.ac3-agg-w1-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-A.nx-os.N5kC5596Up.ac3-agg-w1-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,2.352,,,,
N5kC5596Up.ac4-agg-w1-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-A.nx-os.N5kC5596Up.ac4-agg-w1-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,2.377,,,,
N7Kc7010.ac1-w1-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-A.nx-os.N7Kc7010.ac1-w1-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.766,,,,
N7Kc7010.ac2-w1-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-A.nx-os.N7Kc7010.ac2-w1-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.8252,,,,
N7Kc7010.ac3-w1-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-A.nx-os.N7Kc7010.ac3-w1-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.7288,,,,
N7Kc7010.ac4-w1-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-A.nx-os.N7Kc7010.ac4-w1-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,4.916,,,,
N7Kc7010.ac5-w1-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-A.nx-os.N7Kc7010.ac5-w1-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.8202,,,,
N7Kc7010.ac6-w1-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-A.nx-os.N7Kc7010.ac6-w1-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,1.507,,,,
N7Kc7010.ac7-w1-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-A.nx-os.N7Kc7010.ac7-w1-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.7982,,,,
N7Kc7010.ac8-w1-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-A.nx-os.N7Kc7010.ac8-w1-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.6559,,,,
N7Kc7010.di1-m-w1-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-A.nx-os.N7Kc7010.di1-m-w1-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.788,,,,
N7Kc7010.di1-n-w1-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-A.nx-os.N7Kc7010.di1-n-w1-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.813,,,,
N7Kc7010.di1-p-w1-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-A.nx-os.N7Kc7010.di1-p-w1-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.7601,,,,
N7Kc7010.di1-s-w1-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-A.nx-os.N7Kc7010.di1-s-w1-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.67,,,,
N7Kc7010.di2-m-w1-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-A.nx-os.N7Kc7010.di2-m-w1-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.7741,,,,
N7Kc7010.di2-n-w1-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-A.nx-os.N7Kc7010.di2-n-w1-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.7429,,,,
N7Kc7010.di2-p-w1-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-A.nx-os.N7Kc7010.di2-p-w1-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.737,,,,
N7Kc7010.di2-s-w1-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-A.nx-os.N7Kc7010.di2-s-w1-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.7632,,,,
N7Kc7018.ac10-w1-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-A.nx-os.N7Kc7018.ac10-w1-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.7801,,,,
N7Kc7018.ac11-w1-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-A.nx-os.N7Kc7018.ac11-w1-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.7842,,,,
N7Kc7018.ac12-w1-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-A.nx-os.N7Kc7018.ac12-w1-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.9019,,,,
N7Kc7018.ac9-w1-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-A.nx-os.N7Kc7018.ac9-w1-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.7811,,,,
N7Kc7018.cr1-b-w1-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-A.nx-os.N7Kc7018.cr1-b-w1-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.639,,,,
N7Kc7018.cr1-f-w1-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-A.nx-os.N7Kc7018.cr1-f-w1-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.598,,,,
N7Kc7018.cr2-b-w1-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-A.nx-os.N7Kc7018.cr2-b-w1-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.746,,,,
N7Kc7018.cr2-f-w1-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-A.nx-os.N7Kc7018.cr2-f-w1-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.7422,,,,
m9513.qyfcsw01a_bos_intuit_net,collectd.network.QCY-A.nx-os.m9513.qyfcsw01a_bos_intuit_net.latency,6/20/16 14:25,0.6719,,,,
m9513.qyfcsw01b_bos_intuit_net,collectd.network.QCY-A.nx-os.m9513.qyfcsw01b_bos_intuit_net.latency,6/20/16 14:25,0.6371,,,,
NX8700.qcyeacl-sp-1_corp_intuit_net,collectd.network.QCY-A.sps.NX8700.qcyeacl-sp-1_corp_intuit_net.latency,6/20/16 14:25,0.5541,,,,
NX8700.qcyeacl-sp-2_corp_intuit_net,collectd.network.QCY-A.sps.NX8700.qcyeacl-sp-2_corp_intuit_net.latency,6/20/16 14:25,0.612,,,,
NX9700.wanop5-w1-qcy_dcnet_intuit_net,collectd.network.QCY-A.sps.NX9700.wanop5-w1-qcy_dcnet_intuit_net.latency,6/20/16 14:25,,,,,
NX9700.wanop6-w1-qcy_dcnet_intuit_net,collectd.network.QCY-A.sps.NX9700.wanop6-w1-qcy_dcnet_intuit_net.latency,6/20/16 14:25,,,,,
